radio_id,hogares_con_nbi,hogares_sin_nbi,hogares_nbi_hac,hogares_nbi_viv,hogares_nbi_san,hogares_nbi_esc,hogares_nbi_sub,hogares_totales,prop_con_nbi
63578805,3,102,0,2,0,0,1,105,0.02857142857142857
63578806,6,162,1,3,1,1,0,168,0.03571428571428571
63578807,1,241,0,1,0,0,0,242,0.004132231404958678
63578808,2,138,0,1,0,1,0,140,0.014285714285714285
63578809,1,133,1,0,0,0,0,134,0.007462686567164179
63578810,2,113,0,1,1,1,0,115,0.017391304347826087
63578811,2,153,1,1,0,1,0,155,0.012903225806451613
63578901,3,295,1,1,0,1,0,298,0.010067114093959731
63578902,10,304,4,3,0,2,1,314,0.03184713375796178
63578903,1,243,0,0,0,0,1,244,0.004098360655737705
63578904,4,257,0,2,0,2,0,261,0.01532567049808429
63578905,14,279,9,2,1,2,1,293,0.04778156996587031
63578906,6,198,3,3,0,1,0,204,0.029411764705882353
63578907,1,123,0,0,0,1,0,124,0.008064516129032258
63578908,10,235,5,4,2,0,0,245,0.04081632653061224
63578909,3,164,2,1,0,0,0,167,0.017964071856287425
63578910,1,133,0,0,0,1,0,134,0.007462686567164179
63578911,7,279,2,3,1,1,1,286,0.024475524475524476
63578912,3,169,2,1,0,0,0,172,0.01744186046511628
63578913,1,115,0,0,0,1,0,116,0.008620689655172414
63578914,0,132,0,0,0,0,0,132,0.0
63578915,2,171,0,2,0,0,0,173,0.011560693641618497
63579001,20,180,8,7,1,3,2,200,0.1
63579002,10,167,5,4,0,1,1,177,0.05649717514124294
63579003,13,174,3,7,3,0,0,187,0.06951871657754011
63579004,11,157,8,0,0,1,2,168,0.06547619047619048
63579005,7,203,4,3,0,0,0,210,0.03333333333333333
63579006,1,91,1,0,0,0,0,92,0.010869565217391304
63579007,3,253,0,1,0,2,0,256,0.01171875
63579008,9,117,1,8,0,1,0,126,0.07142857142857142
63579009,11,147,3,2,2,4,1,158,0.06962025316455696
63579010,4,110,1,1,0,3,0,114,0.03508771929824561
63579011,9,86,2,5,0,2,0,95,0.09473684210526316
63579101,1,380,0,1,1,0,0,381,0.0026246719160104987
63579102,29,103,11,14,8,1,1,132,0.2196969696969697
63579103,19,48,10,7,2,2,0,67,0.2835820895522388
63579104,4,500,1,2,0,0,1,504,0.007936507936507936
63579105,13,51,3,8,2,1,1,64,0.203125
63579106,10,71,4,4,0,2,1,81,0.12345679012345678
63579107,14,133,9,7,1,0,0,147,0.09523809523809523
63579108,3,110,0,3,0,0,0,113,0.02654867256637168
63579109,1,120,0,1,0,0,0,121,0.008264462809917356
63579110,5,144,1,3,0,1,0,149,0.03355704697986577
63579111,7,102,4,5,0,0,0,109,0.06422018348623854
63579201,38,388,16,10,5,6,4,426,0.0892018779342723
63579202,25,266,10,9,1,4,4,291,0.0859106529209622
63579203,35,100,20,14,2,3,2,135,0.25925925925925924
63579204,50,217,27,11,2,6,11,267,0.18726591760299627
63579205,19,191,12,4,1,3,1,210,0.09047619047619047
63579206,18,154,7,6,0,2,5,172,0.10465116279069768
63579207,34,226,19,11,0,2,4,260,0.13076923076923078
63579208,5,65,2,2,0,0,1,70,0.07142857142857142
63579209,21,229,8,12,0,2,0,250,0.084
63579210,5,83,1,0,0,1,3,88,0.056818181818181816
63579211,49,368,22,21,10,3,3,417,0.11750599520383694
63579212,23,174,8,11,2,3,0,197,0.116751269035533
63579213,18,88,12,6,1,0,0,106,0.16981132075471697
63579214,10,174,0,5,0,4,1,184,0.05434782608695652
63579215,0,42,0,0,0,0,0,42,0.0
63579301,7,73,0,7,0,0,0,80,0.0875
63579302,53,301,26,20,1,2,4,354,0.1497175141242938
63579303,20,158,7,8,2,2,2,178,0.11235955056179775
63579304,15,263,8,5,1,1,1,278,0.0539568345323741
63579305,9,265,3,7,0,0,0,274,0.032846715328467155
63579306,25,164,15,3,0,6,1,189,0.13227513227513227
63579307,15,254,8,3,0,3,3,269,0.055762081784386616
63579308,51,418,15,26,3,4,9,469,0.10874200426439233
63579309,24,262,7,6,8,1,3,286,0.08391608391608392
63579310,22,298,8,7,1,8,1,320,0.06875
63579401,1,334,0,1,0,0,0,335,0.0029850746268656717
63579402,0,279,0,0,0,0,0,279,0.0
63579403,2,140,0,2,0,0,0,142,0.014084507042253521
63579404,4,101,1,1,0,3,0,105,0.0380952380952381
63579405,1,189,0,0,0,1,0,190,0.005263157894736842
63579406,1,118,0,1,0,0,0,119,0.008403361344537815
63579407,1,72,0,0,0,1,0,73,0.0136986301369863
63579408,0,164,0,0,0,0,0,164,0.0
63579409,4,182,0,1,0,3,0,186,0.021505376344086023
63579501,22,439,10,10,0,2,0,461,0.04772234273318872
63579502,28,351,14,9,1,2,2,379,0.07387862796833773
63579503,76,287,26,55,15,2,1,363,0.209366391184573
63579504,13,254,3,11,0,0,1,267,0.04868913857677903
63579505,9,297,3,2,1,2,1,306,0.029411764705882353
63579506,14,239,6,6,0,3,1,253,0.05533596837944664
63579507,22,299,11,4,2,5,1,321,0.06853582554517133
63579508,24,368,14,5,0,5,2,392,0.061224489795918366
63579509,46,322,24,8,11,6,3,368,0.125
63579601,28,387,17,3,1,7,2,415,0.06746987951807229
63579602,20,299,9,6,0,2,4,319,0.06269592476489028
63579603,32,247,20,6,3,3,2,279,0.11469534050179211
63579604,28,290,13,10,6,3,3,318,0.0880503144654088
63579605,13,271,2,4,3,4,0,284,0.045774647887323945
63579606,2,227,1,0,0,1,0,229,0.008733624454148471
63579607,13,244,12,0,0,1,0,257,0.05058365758754864
63579608,18,207,10,2,0,1,6,225,0.08
63579701,31,219,15,10,0,6,1,250,0.124
63579702,15,207,7,4,0,3,2,222,0.06756756756756757
63579703,23,212,10,6,0,4,4,235,0.09787234042553192
63579704,21,184,12,4,4,2,8,205,0.1024390243902439
63579705,36,402,21,5,5,4,3,438,0.0821917808219178
63579706,21,262,12,7,1,3,1,283,0.07420494699646643
63579707,16,302,8,4,2,1,2,318,0.050314465408805034
63579708,18,305,9,2,1,4,2,323,0.05572755417956656
63579709,38,454,22,12,0,6,1,492,0.07723577235772358
63579710,17,263,9,1,3,4,0,280,0.060714285714285714
63579801,10,279,5,4,2,3,0,289,0.03460207612456748
63579802,5,192,0,5,0,0,0,197,0.025380710659898477
63579803,4,167,2,1,0,0,1,171,0.023391812865497075
63579804,2,168,1,0,0,1,0,170,0.011764705882352941
63579805,11,155,7,2,0,2,1,166,0.06626506024096386
63579806,3,148,1,0,2,0,0,151,0.019867549668874173
63579807,6,135,3,4,0,0,0,141,0.0425531914893617
63579901,1,24,1,0,0,0,0,25,0.04
63579902,8,92,5,2,0,0,1,100,0.08
63579903,8,138,2,5,0,1,0,146,0.0547945205479452
63579904,12,178,3,9,0,0,0,190,0.06315789473684211
63579905,6,77,1,5,0,0,0,83,0.07228915662650602
63579906,5,203,4,1,0,1,0,208,0.02403846153846154
63579907,10,216,7,2,0,1,0,226,0.04424778761061947
63579908,4,284,0,0,1,2,1,288,0.013888888888888888
63579909,6,252,3,3,0,0,0,258,0.023255813953488372
63579910,27,211,8,13,0,8,2,238,0.1134453781512605
63579911,27,218,10,11,2,11,1,245,0.11020408163265306
63579912,17,223,12,3,1,1,1,240,0.07083333333333333
